annee;code_reg;nom_reg;filiere_raw;prod_gwh;filiere;prod_mwh;categorie
2019;28;Normandie;Production thermique (GWh);3097.0;Thermique;3097000.0;Non-Renouvelable
2022;28;Normandie;Production thermique (GWh);2342.0;Thermique;2342000.0;Non-Renouvelable
2014;32;Hauts-de-France;Production thermique (GWh);3804.0;Thermique;3804000.0;Non-Renouvelable
2016;32;Hauts-de-France;Production thermique (GWh);8345.0;Thermique;8345000.0;Non-Renouvelable
2017;32;Hauts-de-France;Production thermique (GWh);11025.0;Thermique;11025000.0;Non-Renouvelable
2019;32;Hauts-de-France;Production thermique (GWh);9884.0;Thermique;9884000.0;Non-Renouvelable
2024;32;Hauts-de-France;Production thermique (GWh);3521.0;Thermique;3521000.0;Non-Renouvelable
2017;44;Grand Est;Production thermique (GWh);12203.0;Thermique;12203000.0;Non-Renouvelable
2019;44;Grand Est;Production thermique (GWh);9625.0;Thermique;9625000.0;Non-Renouvelable
2015;52;Pays de la Loire;Production thermique (GWh);3848.0;Thermique;3848000.0;Non-Renouvelable
2020;52;Pays de la Loire;Production thermique (GWh);2999.0;Thermique;2999000.0;Non-Renouvelable
2015;75;Nouvelle-Aquitaine;Production thermique (GWh);674.0;Thermique;674000.0;Non-Renouvelable
2019;75;Nouvelle-Aquitaine;Production thermique (GWh);935.0;Thermique;935000.0;Non-Renouvelable
2024;75;Nouvelle-Aquitaine;Production thermique (GWh);678.0;Thermique;678000.0;Non-Renouvelable
2014;76;Occitanie;Production thermique (GWh);242.0;Thermique;242000.0;Non-Renouvelable
2015;76;Occitanie;Production thermique (GWh);258.0;Thermique;258000.0;Non-Renouvelable
2016;76;Occitanie;Production thermique (GWh);297.0;Thermique;297000.0;Non-Renouvelable
2018;76;Occitanie;Production thermique (GWh);300.0;Thermique;300000.0;Non-Renouvelable
2022;84;Auvergne-Rhône-Alpes;Production thermique (GWh);2842.0;Thermique;2842000.0;Non-Renouvelable
2024;84;Auvergne-Rhône-Alpes;Production thermique (GWh);1033.0;Thermique;1033000.0;Non-Renouvelable
2014;93;Provence-Alpes-Côte d'Azur;Production thermique (GWh);2426.0;Thermique;2426000.0;Non-Renouvelable
2019;93;Provence-Alpes-Côte d'Azur;Production thermique (GWh);7590.0;Thermique;7590000.0;Non-Renouvelable
2014;94;Corse;Production thermique (GWh);820.0;Thermique;820000.0;Non-Renouvelable
2015;94;Corse;Production thermique (GWh);1006.0;Thermique;1006000.0;Non-Renouvelable
2024;94;Corse;Production thermique (GWh);882.0;Thermique;882000.0;Non-Renouvelable
2014;11;Île-de-France;Production hydraulique (GWh);52.0;Hydraulique;52000.0;Renouvelable
2017;11;Île-de-France;Production hydraulique (GWh);59.0;Hydraulique;59000.0;Renouvelable
2021;11;Île-de-France;Production hydraulique (GWh);65.0;Hydraulique;65000.0;Renouvelable
2015;24;Centre-Val de Loire;Production hydraulique (GWh);99.0;Hydraulique;99000.0;Renouvelable
2017;24;Centre-Val de Loire;Production hydraulique (GWh);67.0;Hydraulique;67000.0;Renouvelable
2018;24;Centre-Val de Loire;Production hydraulique (GWh);141.0;Hydraulique;141000.0;Renouvelable
2024;24;Centre-Val de Loire;Production hydraulique (GWh);201.0;Hydraulique;201000.0;Renouvelable
2021;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);985.0;Hydraulique;985000.0;Renouvelable
2014;28;Normandie;Production hydraulique (GWh);156.0;Hydraulique;156000.0;Renouvelable
2015;28;Normandie;Production hydraulique (GWh);117.0;Hydraulique;117000.0;Renouvelable
2017;28;Normandie;Production hydraulique (GWh);126.0;Hydraulique;126000.0;Renouvelable
2018;28;Normandie;Production hydraulique (GWh);128.0;Hydraulique;128000.0;Renouvelable
2023;32;Hauts-de-France;Production hydraulique (GWh);15.0;Hydraulique;15000.0;Renouvelable
2021;44;Grand Est;Production hydraulique (GWh);8400.0;Hydraulique;8400000.0;Renouvelable
2021;52;Pays de la Loire;Production hydraulique (GWh);24.0;Hydraulique;24000.0;Renouvelable
2016;53;Bretagne;Production hydraulique (GWh);585.0;Hydraulique;585000.0;Renouvelable
2022;53;Bretagne;Production hydraulique (GWh);592.0;Hydraulique;592000.0;Renouvelable
2023;53;Bretagne;Production hydraulique (GWh);571.0;Hydraulique;571000.0;Renouvelable
2014;75;Nouvelle-Aquitaine;Production hydraulique (GWh);4766.0;Hydraulique;4766000.0;Renouvelable
2017;75;Nouvelle-Aquitaine;Production hydraulique (GWh);3322.0;Hydraulique;3322000.0;Renouvelable
2018;75;Nouvelle-Aquitaine;Production hydraulique (GWh);4495.0;Hydraulique;4495000.0;Renouvelable
2020;75;Nouvelle-Aquitaine;Production hydraulique (GWh);4203.0;Hydraulique;4203000.0;Renouvelable
2021;75;Nouvelle-Aquitaine;Production hydraulique (GWh);4713.0;Hydraulique;4713000.0;Renouvelable
2022;75;Nouvelle-Aquitaine;Production hydraulique (GWh);3108.0;Hydraulique;3108000.0;Renouvelable
2015;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);25822.0;Hydraulique;25822000.0;Renouvelable
2017;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);22879.0;Hydraulique;22879000.0;Renouvelable
2020;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);28606.0;Hydraulique;28606000.0;Renouvelable
2015;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);8700.0;Hydraulique;8700000.0;Renouvelable
2016;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);8816.0;Hydraulique;8816000.0;Renouvelable
2018;94;Corse;Production hydraulique (GWh);641.0;Hydraulique;641000.0;Renouvelable
2022;94;Corse;Production hydraulique (GWh);338.0;Hydraulique;338000.0;Renouvelable
2015;11;Île-de-France;Production hydraulique (GWh);55.0;Hydraulique;55000.0;Renouvelable
2022;11;Île-de-France;Production hydraulique (GWh);57.0;Hydraulique;57000.0;Renouvelable
2019;24;Centre-Val de Loire;Production hydraulique (GWh);84.0;Hydraulique;84000.0;Renouvelable
2016;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);944.0;Hydraulique;944000.0;Renouvelable
2018;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);816.0;Hydraulique;816000.0;Renouvelable
2020;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);729.0;Hydraulique;729000.0;Renouvelable
2022;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);756.0;Hydraulique;756000.0;Renouvelable
2021;28;Normandie;Production hydraulique (GWh);102.0;Hydraulique;102000.0;Renouvelable
2024;28;Normandie;Production hydraulique (GWh);120.0;Hydraulique;120000.0;Renouvelable
2015;32;Hauts-de-France;Production hydraulique (GWh);13.0;Hydraulique;13000.0;Renouvelable
2015;44;Grand Est;Production hydraulique (GWh);8093.0;Hydraulique;8093000.0;Renouvelable
2018;44;Grand Est;Production hydraulique (GWh);7336.0;Hydraulique;7336000.0;Renouvelable
2024;44;Grand Est;Production hydraulique (GWh);9467.0;Hydraulique;9467000.0;Renouvelable
2019;52;Pays de la Loire;Production hydraulique (GWh);19.0;Hydraulique;19000.0;Renouvelable
2023;52;Pays de la Loire;Production hydraulique (GWh);26.0;Hydraulique;26000.0;Renouvelable
2014;53;Bretagne;Production hydraulique (GWh);585.0;Hydraulique;585000.0;Renouvelable
2021;53;Bretagne;Production hydraulique (GWh);603.0;Hydraulique;603000.0;Renouvelable
2018;53;Bretagne;Production hydraulique (GWh);575.0;Hydraulique;575000.0;Renouvelable
2023;75;Nouvelle-Aquitaine;Production hydraulique (GWh);4359.0;Hydraulique;4359000.0;Renouvelable
2023;76;Occitanie;Production hydraulique (GWh);9264.0;Hydraulique;9264000.0;Renouvelable
2024;76;Occitanie;Production hydraulique (GWh);12897.0;Hydraulique;12897000.0;Renouvelable
2014;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);28206.0;Hydraulique;28206000.0;Renouvelable
2019;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);26751.0;Hydraulique;26751000.0;Renouvelable
2018;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);10515.0;Hydraulique;10515000.0;Renouvelable
2023;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);8422.0;Hydraulique;8422000.0;Renouvelable
2024;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);12075.0;Hydraulique;12075000.0;Renouvelable
2019;94;Corse;Production hydraulique (GWh);403.0;Hydraulique;403000.0;Renouvelable
2023;94;Corse;Production hydraulique (GWh);567.0;Hydraulique;567000.0;Renouvelable
2019;11;Île-de-France;Production hydraulique (GWh);62.0;Hydraulique;62000.0;Renouvelable
2023;11;Île-de-France;Production hydraulique (GWh);66.0;Hydraulique;66000.0;Renouvelable
2014;24;Centre-Val de Loire;Production hydraulique (GWh);139.0;Hydraulique;139000.0;Renouvelable
2023;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);847.0;Hydraulique;847000.0;Renouvelable
2024;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);1065.0;Hydraulique;1065000.0;Renouvelable
2016;28;Normandie;Production hydraulique (GWh);131.0;Hydraulique;131000.0;Renouvelable
2021;32;Hauts-de-France;Production hydraulique (GWh);17.0;Hydraulique;17000.0;Renouvelable
2016;44;Grand Est;Production hydraulique (GWh);9028.0;Hydraulique;9028000.0;Renouvelable
2023;44;Grand Est;Production hydraulique (GWh);7800.0;Hydraulique;7800000.0;Renouvelable
2016;52;Pays de la Loire;Production hydraulique (GWh);19.0;Hydraulique;19000.0;Renouvelable
2018;52;Pays de la Loire;Production hydraulique (GWh);19.0;Hydraulique;19000.0;Renouvelable
2024;52;Pays de la Loire;Production hydraulique (GWh);29.0;Hydraulique;29000.0;Renouvelable
2017;53;Bretagne;Production hydraulique (GWh);579.0;Hydraulique;579000.0;Renouvelable
2016;75;Nouvelle-Aquitaine;Production hydraulique (GWh);4666.0;Hydraulique;4666000.0;Renouvelable
2017;76;Occitanie;Production hydraulique (GWh);9419.0;Hydraulique;9419000.0;Renouvelable
2019;76;Occitanie;Production hydraulique (GWh);9956.0;Hydraulique;9956000.0;Renouvelable
2021;76;Occitanie;Production hydraulique (GWh);10260.0;Hydraulique;10260000.0;Renouvelable
2022;76;Occitanie;Production hydraulique (GWh);9114.0;Hydraulique;9114000.0;Renouvelable
2016;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);27657.0;Hydraulique;27657000.0;Renouvelable
2021;94;Corse;Production hydraulique (GWh);537.0;Hydraulique;537000.0;Renouvelable
2020;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);10811.0;Hydraulique;10811000.0;Renouvelable
2016;94;Corse;Production hydraulique (GWh);471.0;Hydraulique;471000.0;Renouvelable
2020;94;Corse;Production hydraulique (GWh);500.0;Hydraulique;500000.0;Renouvelable
2024;11;Île-de-France;Production hydraulique (GWh);56.0;Hydraulique;56000.0;Renouvelable
2020;24;Centre-Val de Loire;Production hydraulique (GWh);127.0;Hydraulique;127000.0;Renouvelable
2021;24;Centre-Val de Loire;Production hydraulique (GWh);129.0;Hydraulique;129000.0;Renouvelable
2023;24;Centre-Val de Loire;Production hydraulique (GWh);105.0;Hydraulique;105000.0;Renouvelable
2017;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);641.0;Hydraulique;641000.0;Renouvelable
2019;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);879.0;Hydraulique;879000.0;Renouvelable
2020;28;Normandie;Production hydraulique (GWh);104.0;Hydraulique;104000.0;Renouvelable
2023;28;Normandie;Production hydraulique (GWh);118.0;Hydraulique;118000.0;Renouvelable
2018;32;Hauts-de-France;Production hydraulique (GWh);13.0;Hydraulique;13000.0;Renouvelable
2020;32;Hauts-de-France;Production hydraulique (GWh);13.0;Hydraulique;13000.0;Renouvelable
2022;32;Hauts-de-France;Production hydraulique (GWh);12.0;Hydraulique;12000.0;Renouvelable
2014;44;Grand Est;Production hydraulique (GWh);8722.0;Hydraulique;8722000.0;Renouvelable
2017;52;Pays de la Loire;Production hydraulique (GWh);11.0;Hydraulique;11000.0;Renouvelable
2022;52;Pays de la Loire;Production hydraulique (GWh);19.0;Hydraulique;19000.0;Renouvelable
2015;53;Bretagne;Production hydraulique (GWh);571.0;Hydraulique;571000.0;Renouvelable
2019;53;Bretagne;Production hydraulique (GWh);592.0;Hydraulique;592000.0;Renouvelable
2020;53;Bretagne;Production hydraulique (GWh);618.0;Hydraulique;618000.0;Renouvelable
2024;53;Bretagne;Production hydraulique (GWh);589.0;Hydraulique;589000.0;Renouvelable
2020;76;Occitanie;Production hydraulique (GWh);11425.0;Hydraulique;11425000.0;Renouvelable
2018;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);29213.0;Hydraulique;29213000.0;Renouvelable
2021;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);27534.0;Hydraulique;27534000.0;Renouvelable
2023;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);26678.0;Hydraulique;26678000.0;Renouvelable
2020;44;Grand Est;Production hydraulique (GWh);7729.0;Hydraulique;7729000.0;Renouvelable
2022;44;Grand Est;Production hydraulique (GWh);7360.0;Hydraulique;7360000.0;Renouvelable
2014;52;Pays de la Loire;Production hydraulique (GWh);24.0;Hydraulique;24000.0;Renouvelable
2017;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);7673.0;Hydraulique;7673000.0;Renouvelable
2021;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);8607.0;Hydraulique;8607000.0;Renouvelable
2022;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);5534.0;Hydraulique;5534000.0;Renouvelable
2017;94;Corse;Production hydraulique (GWh);383.0;Hydraulique;383000.0;Renouvelable
2016;11;Île-de-France;Production hydraulique (GWh);58.0;Hydraulique;58000.0;Renouvelable
2018;11;Île-de-France;Production hydraulique (GWh);41.0;Hydraulique;41000.0;Renouvelable
2020;11;Île-de-France;Production hydraulique (GWh);43.0;Hydraulique;43000.0;Renouvelable
2016;24;Centre-Val de Loire;Production hydraulique (GWh);128.0;Hydraulique;128000.0;Renouvelable
2022;24;Centre-Val de Loire;Production hydraulique (GWh);63.0;Hydraulique;63000.0;Renouvelable
2014;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);790.0;Hydraulique;790000.0;Renouvelable
2015;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);742.0;Hydraulique;742000.0;Renouvelable
2019;28;Normandie;Production hydraulique (GWh);105.0;Hydraulique;105000.0;Renouvelable
2022;28;Normandie;Production hydraulique (GWh);107.0;Hydraulique;107000.0;Renouvelable
2014;32;Hauts-de-France;Production hydraulique (GWh);15.0;Hydraulique;15000.0;Renouvelable
2016;32;Hauts-de-France;Production hydraulique (GWh);16.0;Hydraulique;16000.0;Renouvelable
2017;32;Hauts-de-France;Production hydraulique (GWh);11.0;Hydraulique;11000.0;Renouvelable
2019;32;Hauts-de-France;Production hydraulique (GWh);13.0;Hydraulique;13000.0;Renouvelable
2024;32;Hauts-de-France;Production hydraulique (GWh);15.0;Hydraulique;15000.0;Renouvelable
2017;44;Grand Est;Production hydraulique (GWh);8015.0;Hydraulique;8015000.0;Renouvelable
2019;44;Grand Est;Production hydraulique (GWh);8599.0;Hydraulique;8599000.0;Renouvelable
2015;52;Pays de la Loire;Production hydraulique (GWh);18.0;Hydraulique;18000.0;Renouvelable
2020;52;Pays de la Loire;Production hydraulique (GWh);22.0;Hydraulique;22000.0;Renouvelable
2015;75;Nouvelle-Aquitaine;Production hydraulique (GWh);3588.0;Hydraulique;3588000.0;Renouvelable
2019;75;Nouvelle-Aquitaine;Production hydraulique (GWh);3723.0;Hydraulique;3723000.0;Renouvelable
2024;75;Nouvelle-Aquitaine;Production hydraulique (GWh);5658.0;Hydraulique;5658000.0;Renouvelable
2014;76;Occitanie;Production hydraulique (GWh);12925.0;Hydraulique;12925000.0;Renouvelable
2015;76;Occitanie;Production hydraulique (GWh);10584.0;Hydraulique;10584000.0;Renouvelable
2016;76;Occitanie;Production hydraulique (GWh);11115.0;Hydraulique;11115000.0;Renouvelable
2018;76;Occitanie;Production hydraulique (GWh);13906.0;Hydraulique;13906000.0;Renouvelable
2022;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);22560.0;Hydraulique;22560000.0;Renouvelable
2024;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);32459.0;Hydraulique;32459000.0;Renouvelable
2014;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);10536.0;Hydraulique;10536000.0;Renouvelable
2019;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);8422.0;Hydraulique;8422000.0;Renouvelable
2014;94;Corse;Production hydraulique (GWh);493.0;Hydraulique;493000.0;Renouvelable
2015;94;Corse;Production hydraulique (GWh);347.0;Hydraulique;347000.0;Renouvelable
2024;94;Corse;Production hydraulique (GWh);430.0;Hydraulique;430000.0;Renouvelable
2014;11;Île-de-France;Production éolienne (GWh);38.0;Éolienne;38000.0;Renouvelable
2017;11;Île-de-France;Production éolienne (GWh);92.0;Éolienne;92000.0;Renouvelable
2021;11;Île-de-France;Production éolienne (GWh);274.0;Éolienne;274000.0;Renouvelable
2015;24;Centre-Val de Loire;Production éolienne (GWh);1928.0;Éolienne;1928000.0;Renouvelable
2017;24;Centre-Val de Loire;Production éolienne (GWh);1889.0;Éolienne;1889000.0;Renouvelable
2018;24;Centre-Val de Loire;Production éolienne (GWh);2043.0;Éolienne;2043000.0;Renouvelable
2024;24;Centre-Val de Loire;Production éolienne (GWh);3189.0;Éolienne;3189000.0;Renouvelable
2021;27;Bourgogne-Franche-Comté;Production éolienne (GWh);1932.0;Éolienne;1932000.0;Renouvelable
2014;28;Normandie;Production éolienne (GWh);1047.0;Éolienne;1047000.0;Renouvelable
2015;28;Normandie;Production éolienne (GWh);1260.0;Éolienne;1260000.0;Renouvelable
2017;28;Normandie;Production éolienne (GWh);1295.0;Éolienne;1295000.0;Renouvelable
2018;28;Normandie;Production éolienne (GWh);1518.0;Éolienne;1518000.0;Renouvelable
2023;32;Hauts-de-France;Production éolienne (GWh);14533.0;Éolienne;14533000.0;Renouvelable
2021;44;Grand Est;Production éolienne (GWh);7625.0;Éolienne;7625000.0;Renouvelable
2021;52;Pays de la Loire;Production éolienne (GWh);2246.0;Éolienne;2246000.0;Renouvelable
2016;53;Bretagne;Production éolienne (GWh);1479.0;Éolienne;1479000.0;Renouvelable
2022;53;Bretagne;Production éolienne (GWh);2034.0;Éolienne;2034000.0;Renouvelable
2023;53;Bretagne;Production éolienne (GWh);2666.0;Éolienne;2666000.0;Renouvelable
2014;75;Nouvelle-Aquitaine;Production éolienne (GWh);820.0;Éolienne;820000.0;Renouvelable
2017;75;Nouvelle-Aquitaine;Production éolienne (GWh);1228.0;Éolienne;1228000.0;Renouvelable
2018;75;Nouvelle-Aquitaine;Production éolienne (GWh);1735.0;Éolienne;1735000.0;Renouvelable
2020;75;Nouvelle-Aquitaine;Production éolienne (GWh);2410.0;Éolienne;2410000.0;Renouvelable
2021;75;Nouvelle-Aquitaine;Production éolienne (GWh);2761.0;Éolienne;2761000.0;Renouvelable
2022;75;Nouvelle-Aquitaine;Production éolienne (GWh);2917.0;Éolienne;2917000.0;Renouvelable
2015;84;Auvergne-Rhône-Alpes;Production éolienne (GWh);799.0;Éolienne;799000.0;Renouvelable
2017;84;Auvergne-Rhône-Alpes;Production éolienne (GWh);1008.0;Éolienne;1008000.0;Renouvelable
2020;84;Auvergne-Rhône-Alpes;Production éolienne (GWh);1144.0;Éolienne;1144000.0;Renouvelable
2015;93;Provence-Alpes-Côte d'Azur;Production éolienne (GWh);105.0;Éolienne;105000.0;Renouvelable
2016;93;Provence-Alpes-Côte d'Azur;Production éolienne (GWh);109.0;Éolienne;109000.0;Renouvelable
2018;94;Corse;Production éolienne (GWh);13.0;Éolienne;13000.0;Renouvelable
2022;94;Corse;Production éolienne (GWh);10.0;Éolienne;10000.0;Renouvelable
2015;11;Île-de-France;Production éolienne (GWh);53.0;Éolienne;53000.0;Renouvelable
2022;11;Île-de-France;Production éolienne (GWh);322.0;Éolienne;322000.0;Renouvelable
2019;24;Centre-Val de Loire;Production éolienne (GWh);2592.0;Éolienne;2592000.0;Renouvelable
2016;27;Bourgogne-Franche-Comté;Production éolienne (GWh);779.0;Éolienne;779000.0;Renouvelable
2018;27;Bourgogne-Franche-Comté;Production éolienne (GWh);1311.0;Éolienne;1311000.0;Renouvelable
2020;27;Bourgogne-Franche-Comté;Production éolienne (GWh);1943.0;Éolienne;1943000.0;Renouvelable
2022;27;Bourgogne-Franche-Comté;Production éolienne (GWh);2017.0;Éolienne;2017000.0;Renouvelable
2021;28;Normandie;Production éolienne (GWh);1793.0;Éolienne;1793000.0;Renouvelable
2024;28;Normandie;Production éolienne (GWh);3437.0;Éolienne;3437000.0;Renouvelable
2015;32;Hauts-de-France;Production éolienne (GWh);4966.0;Éolienne;4966000.0;Renouvelable
2015;44;Grand Est;Production éolienne (GWh);5166.0;Éolienne;5166000.0;Renouvelable
2018;44;Grand Est;Production éolienne (GWh);6326.0;Éolienne;6326000.0;Renouvelable
2024;44;Grand Est;Production éolienne (GWh);9149.0;Éolienne;9149000.0;Renouvelable
2019;52;Pays de la Loire;Production éolienne (GWh);1972.0;Éolienne;1972000.0;Renouvelable
2023;52;Pays de la Loire;Production éolienne (GWh);4279.0;Éolienne;4279000.0;Renouvelable
2014;53;Bretagne;Production éolienne (GWh);1396.0;Éolienne;1396000.0;Renouvelable
2021;53;Bretagne;Production éolienne (GWh);1946.0;Éolienne;1946000.0;Renouvelable
2018;53;Bretagne;Production éolienne (GWh);1804.0;Éolienne;1804000.0;Renouvelable
2023;75;Nouvelle-Aquitaine;Production éolienne (GWh);3553.0;Éolienne;3553000.0;Renouvelable
2023;76;Occitanie;Production éolienne (GWh);3505.0;Éolienne;3505000.0;Renouvelable
2024;76;Occitanie;Production éolienne (GWh);3701.0;Éolienne;3701000.0;Renouvelable
2014;84;Auvergne-Rhône-Alpes;Production éolienne (GWh);764.0;Éolienne;764000.0;Renouvelable
2019;84;Auvergne-Rhône-Alpes;Production éolienne (GWh);1193.0;Éolienne;1193000.0;Renouvelable
2018;93;Provence-Alpes-Côte d'Azur;Production éolienne (GWh);100.0;Éolienne;100000.0;Renouvelable
2023;93;Provence-Alpes-Côte d'Azur;Production éolienne (GWh);192.0;Éolienne;192000.0;Renouvelable
2024;93;Provence-Alpes-Côte d'Azur;Production éolienne (GWh);207.0;Éolienne;207000.0;Renouvelable
2019;94;Corse;Production éolienne (GWh);9.0;Éolienne;9000.0;Renouvelable
2023;94;Corse;Production éolienne (GWh);18.0;Éolienne;18000.0;Renouvelable
2019;11;Île-de-France;Production éolienne (GWh);185.0;Éolienne;185000.0;Renouvelable
2023;11;Île-de-France;Production éolienne (GWh);405.0;Éolienne;405000.0;Renouvelable
2014;24;Centre-Val de Loire;Production éolienne (GWh);1626.0;Éolienne;1626000.0;Renouvelable
2023;27;Bourgogne-Franche-Comté;Production éolienne (GWh);2639.0;Éolienne;2639000.0;Renouvelable
2024;27;Bourgogne-Franche-Comté;Production éolienne (GWh);2216.0;Éolienne;2216000.0;Renouvelable
2016;28;Normandie;Production éolienne (GWh);1184.0;Éolienne;1184000.0;Renouvelable
2021;32;Hauts-de-France;Production éolienne (GWh);10362.0;Éolienne;10362000.0;Renouvelable
2016;44;Grand Est;Production éolienne (GWh);4938.0;Éolienne;4938000.0;Renouvelable
2023;44;Grand Est;Production éolienne (GWh);11251.0;Éolienne;11251000.0;Renouvelable
2016;52;Pays de la Loire;Production éolienne (GWh);1262.0;Éolienne;1262000.0;Renouvelable
2018;52;Pays de la Loire;Production éolienne (GWh);1632.0;Éolienne;1632000.0;Renouvelable
2024;52;Pays de la Loire;Production éolienne (GWh);3859.0;Éolienne;3859000.0;Renouvelable
2017;53;Bretagne;Production éolienne (GWh);1540.0;Éolienne;1540000.0;Renouvelable
2016;75;Nouvelle-Aquitaine;Production éolienne (GWh);924.0;Éolienne;924000.0;Renouvelable
2017;76;Occitanie;Production éolienne (GWh);3045.0;Éolienne;3045000.0;Renouvelable
2019;76;Occitanie;Production éolienne (GWh);3735.0;Éolienne;3735000.0;Renouvelable
2021;76;Occitanie;Production éolienne (GWh);3476.0;Éolienne;3476000.0;Renouvelable
2022;76;Occitanie;Production éolienne (GWh);3124.0;Éolienne;3124000.0;Renouvelable
2016;84;Auvergne-Rhône-Alpes;Production éolienne (GWh);857.0;Éolienne;857000.0;Renouvelable
2021;94;Corse;Production éolienne (GWh);12.0;Éolienne;12000.0;Renouvelable
2020;93;Provence-Alpes-Côte d'Azur;Production éolienne (GWh);95.0;Éolienne;95000.0;Renouvelable
2016;94;Corse;Production éolienne (GWh);33.0;Éolienne;33000.0;Renouvelable
2020;94;Corse;Production éolienne (GWh);11.0;Éolienne;11000.0;Renouvelable
2024;11;Île-de-France;Production éolienne (GWh);319.0;Éolienne;319000.0;Renouvelable
2020;24;Centre-Val de Loire;Production éolienne (GWh);3117.0;Éolienne;3117000.0;Renouvelable
2021;24;Centre-Val de Loire;Production éolienne (GWh);2930.0;Éolienne;2930000.0;Renouvelable
2023;24;Centre-Val de Loire;Production éolienne (GWh);3727.0;Éolienne;3727000.0;Renouvelable
2017;27;Bourgogne-Franche-Comté;Production éolienne (GWh);1102.0;Éolienne;1102000.0;Renouvelable
2019;27;Bourgogne-Franche-Comté;Production éolienne (GWh);1770.0;Éolienne;1770000.0;Renouvelable
2020;28;Normandie;Production éolienne (GWh);2046.0;Éolienne;2046000.0;Renouvelable
2023;28;Normandie;Production éolienne (GWh);2641.0;Éolienne;2641000.0;Renouvelable
2018;32;Hauts-de-France;Production éolienne (GWh);7144.0;Éolienne;7144000.0;Renouvelable
2020;32;Hauts-de-France;Production éolienne (GWh);11653.0;Éolienne;11653000.0;Renouvelable
2022;32;Hauts-de-France;Production éolienne (GWh);10981.0;Éolienne;10981000.0;Renouvelable
2014;44;Grand Est;Production éolienne (GWh);3977.0;Éolienne;3977000.0;Renouvelable
2017;52;Pays de la Loire;Production éolienne (GWh);1349.0;Éolienne;1349000.0;Renouvelable
2022;52;Pays de la Loire;Production éolienne (GWh);2888.0;Éolienne;2888000.0;Renouvelable
2015;53;Bretagne;Production éolienne (GWh);1651.0;Éolienne;1651000.0;Renouvelable
2019;53;Bretagne;Production éolienne (GWh);1939.0;Éolienne;1939000.0;Renouvelable
2020;53;Bretagne;Production éolienne (GWh);2241.0;Éolienne;2241000.0;Renouvelable
2024;53;Bretagne;Production éolienne (GWh);3430.0;Éolienne;3430000.0;Renouvelable
2020;76;Occitanie;Production éolienne (GWh);3612.0;Éolienne;3612000.0;Renouvelable
2018;84;Auvergne-Rhône-Alpes;Production éolienne (GWh);1082.0;Éolienne;1082000.0;Renouvelable
2021;84;Auvergne-Rhône-Alpes;Production éolienne (GWh);1350.0;Éolienne;1350000.0;Renouvelable
2023;84;Auvergne-Rhône-Alpes;Production éolienne (GWh);1479.0;Éolienne;1479000.0;Renouvelable
2020;44;Grand Est;Production éolienne (GWh);8749.0;Éolienne;8749000.0;Renouvelable
2022;44;Grand Est;Production éolienne (GWh);8266.0;Éolienne;8266000.0;Renouvelable
2014;52;Pays de la Loire;Production éolienne (GWh);1072.0;Éolienne;1072000.0;Renouvelable
2017;93;Provence-Alpes-Côte d'Azur;Production éolienne (GWh);118.0;Éolienne;118000.0;Renouvelable
2021;93;Provence-Alpes-Côte d'Azur;Production éolienne (GWh);201.0;Éolienne;201000.0;Renouvelable
2022;93;Provence-Alpes-Côte d'Azur;Production éolienne (GWh);177.0;Éolienne;177000.0;Renouvelable
2017;94;Corse;Production éolienne (GWh);22.0;Éolienne;22000.0;Renouvelable
