annee;mois_num;code_reg;nom_reg;filiere_raw;prod_gwh;filiere;prod_mwh
2014;02;32;Hauts-de-France;Production hydraulique (GWh);1.374;Hydraulique;1374.0
2014;02;53;Bretagne;Production hydraulique (GWh);49.135;Hydraulique;49135.0
2014;02;94;Corse;Production hydraulique (GWh);86.469;Hydraulique;86469.0
2015;02;52;Pays de la Loire;Production hydraulique (GWh);3.211;Hydraulique;3211.0
2015;02;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2726.703;Hydraulique;2726703.0
2016;02;44;Grand Est;Production hydraulique (GWh);800.547;Hydraulique;800547.0
2016;02;76;Occitanie;Production hydraulique (GWh);1302.146;Hydraulique;1302146.0
2017;02;24;Centre-Val de Loire;Production hydraulique (GWh);8.426;Hydraulique;8426.0
2017;02;52;Pays de la Loire;Production hydraulique (GWh);1.847;Hydraulique;1847.0
2017;02;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);563.561;Hydraulique;563561.0
2018;02;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);137.35;Hydraulique;137350.0
2018;02;44;Grand Est;Production hydraulique (GWh);701.993;Hydraulique;701993.0
2018;02;53;Bretagne;Production hydraulique (GWh);46.394;Hydraulique;46394.0
2018;02;75;Nouvelle-Aquitaine;Production hydraulique (GWh);708.946;Hydraulique;708946.0
2019;02;11;Île-de-France;Production hydraulique (GWh);6.035;Hydraulique;6035.0
2019;02;24;Centre-Val de Loire;Production hydraulique (GWh);11.363;Hydraulique;11363.0
2019;02;28;Normandie;Production hydraulique (GWh);11.391;Hydraulique;11391.0
2019;02;32;Hauts-de-France;Production hydraulique (GWh);1.48;Hydraulique;1480.0
2019;02;44;Grand Est;Production hydraulique (GWh);534.197;Hydraulique;534197.0
2020;02;32;Hauts-de-France;Production hydraulique (GWh);1.271;Hydraulique;1271.0
2020;02;75;Nouvelle-Aquitaine;Production hydraulique (GWh);444.883;Hydraulique;444883.0
2020;02;76;Occitanie;Production hydraulique (GWh);1008.416;Hydraulique;1008416.0
2020;02;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2597.002;Hydraulique;2597002.0
2022;02;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);110.664;Hydraulique;110664.0
2022;02;53;Bretagne;Production hydraulique (GWh);49.742;Hydraulique;49742.0
2022;02;94;Corse;Production hydraulique (GWh);23.657;Hydraulique;23657.0
2023;02;11;Île-de-France;Production hydraulique (GWh);6.059;Hydraulique;6059.0
2023;02;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);433.603;Hydraulique;433603.0
2024;02;24;Centre-Val de Loire;Production hydraulique (GWh);17.933;Hydraulique;17933.0
2014;03;24;Centre-Val de Loire;Production hydraulique (GWh);20.484;Hydraulique;20484.0
2015;03;75;Nouvelle-Aquitaine;Production hydraulique (GWh);635.459;Hydraulique;635459.0
2016;03;28;Normandie;Production hydraulique (GWh);14.74;Hydraulique;14740.0
2016;03;32;Hauts-de-France;Production hydraulique (GWh);1.808;Hydraulique;1808.0
2016;03;44;Grand Est;Production hydraulique (GWh);711.547;Hydraulique;711547.0
2016;03;76;Occitanie;Production hydraulique (GWh);1429.114;Hydraulique;1429114.0
2017;03;11;Île-de-France;Production hydraulique (GWh);4.801;Hydraulique;4801.0
2017;03;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);755.681;Hydraulique;755681.0
2017;03;94;Corse;Production hydraulique (GWh);69.882;Hydraulique;69882.0
2018;03;11;Île-de-France;Production hydraulique (GWh);0.101;Hydraulique;101.0
2019;03;44;Grand Est;Production hydraulique (GWh);724.744;Hydraulique;724744.0
2019;03;75;Nouvelle-Aquitaine;Production hydraulique (GWh);398.066;Hydraulique;398066.0
2020;03;28;Normandie;Production hydraulique (GWh);4.756;Hydraulique;4756.0
2020;03;94;Corse;Production hydraulique (GWh);78.535;Hydraulique;78535.0
2021;03;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2510.708;Hydraulique;2510708.0
2021;03;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);636.192;Hydraulique;636192.0
2022;03;52;Pays de la Loire;Production hydraulique (GWh);3.42;Hydraulique;3420.0
2022;03;75;Nouvelle-Aquitaine;Production hydraulique (GWh);437.037;Hydraulique;437037.0
2023;03;52;Pays de la Loire;Production hydraulique (GWh);4.142;Hydraulique;4142.0
2023;03;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);1843.255;Hydraulique;1843255.0
2023;03;94;Corse;Production hydraulique (GWh);86.486;Hydraulique;86486.0
2024;03;52;Pays de la Loire;Production hydraulique (GWh);3.543;Hydraulique;3543.0
2024;03;53;Bretagne;Production hydraulique (GWh);48.864;Hydraulique;48864.0
2024;03;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2834.235;Hydraulique;2834235.0
2014;04;52;Pays de la Loire;Production hydraulique (GWh);2.373;Hydraulique;2373.0
2015;04;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2446.133;Hydraulique;2446133.0
2015;04;94;Corse;Production hydraulique (GWh);65.629;Hydraulique;65629.0
2016;04;11;Île-de-France;Production hydraulique (GWh);5.277;Hydraulique;5277.0
2017;04;11;Île-de-France;Production hydraulique (GWh);6.889;Hydraulique;6889.0
2017;04;76;Occitanie;Production hydraulique (GWh);961.792;Hydraulique;961792.0
2017;04;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);1658.8;Hydraulique;1658800.0
2017;04;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);503.173;Hydraulique;503173.0
2018;04;28;Normandie;Production hydraulique (GWh);13.559;Hydraulique;13559.0
2018;04;32;Hauts-de-France;Production hydraulique (GWh);1.725;Hydraulique;1725.0
2018;04;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2730.212;Hydraulique;2730212.0
2019;04;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);71.268;Hydraulique;71268.0
2019;04;53;Bretagne;Production hydraulique (GWh);45.42;Hydraulique;45420.0
2020;04;24;Centre-Val de Loire;Production hydraulique (GWh);7.067;Hydraulique;7067.0
2020;04;53;Bretagne;Production hydraulique (GWh);48.512;Hydraulique;48512.0
2020;04;94;Corse;Production hydraulique (GWh);54.257;Hydraulique;54257.0
2022;04;44;Grand Est;Production hydraulique (GWh);668.546;Hydraulique;668546.0
2022;04;75;Nouvelle-Aquitaine;Production hydraulique (GWh);444.867;Hydraulique;444867.0
2022;04;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2082.323;Hydraulique;2082322.9999999998
2024;04;11;Île-de-France;Production hydraulique (GWh);2.562;Hydraulique;2562.0
2024;04;44;Grand Est;Production hydraulique (GWh);818.911;Hydraulique;818911.0
2024;04;53;Bretagne;Production hydraulique (GWh);46.56;Hydraulique;46560.0
2024;04;94;Corse;Production hydraulique (GWh);46.717;Hydraulique;46717.0
2014;05;11;Île-de-France;Production hydraulique (GWh);5.8;Hydraulique;5800.0
2014;05;24;Centre-Val de Loire;Production hydraulique (GWh);8.126;Hydraulique;8125.999999999999
2014;05;44;Grand Est;Production hydraulique (GWh);815.658;Hydraulique;815658.0
2014;05;53;Bretagne;Production hydraulique (GWh);48.839;Hydraulique;48839.0
2015;05;32;Hauts-de-France;Production hydraulique (GWh);1.608;Hydraulique;1608.0
2015;05;52;Pays de la Loire;Production hydraulique (GWh);1.951;Hydraulique;1951.0
2015;05;75;Nouvelle-Aquitaine;Production hydraulique (GWh);444.136;Hydraulique;444136.0
2015;05;76;Occitanie;Production hydraulique (GWh);1162.483;Hydraulique;1162483.0
2016;05;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);115.894;Hydraulique;115894.0
2016;05;28;Normandie;Production hydraulique (GWh);11.56;Hydraulique;11560.0
2016;05;44;Grand Est;Production hydraulique (GWh);990.352;Hydraulique;990352.0
2017;05;28;Normandie;Production hydraulique (GWh);11.261;Hydraulique;11261.0
2017;05;44;Grand Est;Production hydraulique (GWh);821.009;Hydraulique;821009.0
2017;05;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2403.099;Hydraulique;2403099.0
2018;05;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);1301.776;Hydraulique;1301776.0
2019;05;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);68.587;Hydraulique;68587.0
2019;05;52;Pays de la Loire;Production hydraulique (GWh);1.433;Hydraulique;1433.0
2020;05;11;Île-de-France;Production hydraulique (GWh);5.111;Hydraulique;5111.0
2020;05;76;Occitanie;Production hydraulique (GWh);1222.315;Hydraulique;1222315.0
2021;05;94;Corse;Production hydraulique (GWh);69.215;Hydraulique;69215.0
2022;05;53;Bretagne;Production hydraulique (GWh);49.863;Hydraulique;49863.0
2023;05;11;Île-de-France;Production hydraulique (GWh);7.42;Hydraulique;7420.0
2023;05;52;Pays de la Loire;Production hydraulique (GWh);2.754;Hydraulique;2754.0
2023;05;75;Nouvelle-Aquitaine;Production hydraulique (GWh);354.467;Hydraulique;354467.0
2024;05;28;Normandie;Production hydraulique (GWh);11.523;Hydraulique;11523.0
2024;05;76;Occitanie;Production hydraulique (GWh);1483.03;Hydraulique;1483030.0
2014;06;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);18.356;Hydraulique;18356.0
2014;06;28;Normandie;Production hydraulique (GWh);11.431;Hydraulique;11431.0
2014;06;53;Bretagne;Production hydraulique (GWh);43.736;Hydraulique;43736.0
2014;06;76;Occitanie;Production hydraulique (GWh);1024.577;Hydraulique;1024577.0
2014;06;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);742.29;Hydraulique;742290.0
2015;06;32;Hauts-de-France;Production hydraulique (GWh);0.956;Hydraulique;956.0
2015;06;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2567.521;Hydraulique;2567521.0
2016;06;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);132.455;Hydraulique;132455.0
2016;06;75;Nouvelle-Aquitaine;Production hydraulique (GWh);641.532;Hydraulique;641532.0
2016;06;76;Occitanie;Production hydraulique (GWh);1088.558;Hydraulique;1088558.0
2017;06;75;Nouvelle-Aquitaine;Production hydraulique (GWh);200.471;Hydraulique;200471.0
2017;06;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);864.519;Hydraulique;864519.0
2018;06;44;Grand Est;Production hydraulique (GWh);813.57;Hydraulique;813570.0
2018;06;75;Nouvelle-Aquitaine;Production hydraulique (GWh);387.332;Hydraulique;387332.0
2019;06;28;Normandie;Production hydraulique (GWh);7.682;Hydraulique;7682.0
2019;06;52;Pays de la Loire;Production hydraulique (GWh);1.027;Hydraulique;1027.0
2019;06;75;Nouvelle-Aquitaine;Production hydraulique (GWh);242.929;Hydraulique;242929.0
2019;06;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);795.719;Hydraulique;795719.0
2021;06;24;Centre-Val de Loire;Production hydraulique (GWh);6.501;Hydraulique;6501.0
2021;06;75;Nouvelle-Aquitaine;Production hydraulique (GWh);267.084;Hydraulique;267084.0
2022;06;11;Île-de-France;Production hydraulique (GWh);3.755;Hydraulique;3755.0
2022;06;94;Corse;Production hydraulique (GWh);5.249;Hydraulique;5249.0
2023;06;11;Île-de-France;Production hydraulique (GWh);4.632;Hydraulique;4632.0
2014;07;11;Île-de-France;Production hydraulique (GWh);3.47;Hydraulique;3470.0
2014;07;44;Grand Est;Production hydraulique (GWh);962.952;Hydraulique;962952.0
2016;07;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);38.429;Hydraulique;38429.0
2016;07;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2565.616;Hydraulique;2565616.0
2016;07;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);721.946;Hydraulique;721946.0
2017;07;24;Centre-Val de Loire;Production hydraulique (GWh);0.676;Hydraulique;676.0
2017;07;32;Hauts-de-France;Production hydraulique (GWh);0.261;Hydraulique;261.0
2017;07;52;Pays de la Loire;Production hydraulique (GWh);0.049;Hydraulique;49.0
2017;07;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);558.681;Hydraulique;558681.0
2018;07;24;Centre-Val de Loire;Production hydraulique (GWh);1.917;Hydraulique;1917.0
2018;07;32;Hauts-de-France;Production hydraulique (GWh);0.886;Hydraulique;886.0
2018;07;52;Pays de la Loire;Production hydraulique (GWh);0.912;Hydraulique;912.0
2018;07;53;Bretagne;Production hydraulique (GWh);46.276;Hydraulique;46276.0
2018;07;76;Occitanie;Production hydraulique (GWh);1047.093;Hydraulique;1047093.0000000001
2018;07;94;Corse;Production hydraulique (GWh);13.996;Hydraulique;13996.0
2019;07;52;Pays de la Loire;Production hydraulique (GWh);0.158;Hydraulique;158.0
2019;07;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);610.571;Hydraulique;610571.0
2020;07;11;Île-de-France;Production hydraulique (GWh);2.818;Hydraulique;2818.0
2020;07;24;Centre-Val de Loire;Production hydraulique (GWh);1.284;Hydraulique;1284.0
2020;07;52;Pays de la Loire;Production hydraulique (GWh);0.2;Hydraulique;200.0
2020;07;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2367.42;Hydraulique;2367420.0
2021;07;75;Nouvelle-Aquitaine;Production hydraulique (GWh);353.33;Hydraulique;353330.0
2021;07;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);725.216;Hydraulique;725216.0
2022;07;11;Île-de-France;Production hydraulique (GWh);3.809;Hydraulique;3809.0
2022;07;76;Occitanie;Production hydraulique (GWh);572.52;Hydraulique;572520.0
2023;07;11;Île-de-France;Production hydraulique (GWh);4.167;Hydraulique;4167.0
2023;07;28;Normandie;Production hydraulique (GWh);6.311;Hydraulique;6311.0
2023;07;53;Bretagne;Production hydraulique (GWh);39.211;Hydraulique;39211.0
2023;07;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2192.295;Hydraulique;2192295.0
2023;07;94;Corse;Production hydraulique (GWh);10.835;Hydraulique;10835.0
2024;07;32;Hauts-de-France;Production hydraulique (GWh);1.556;Hydraulique;1556.0
2024;07;44;Grand Est;Production hydraulique (GWh);945.295;Hydraulique;945295.0
2024;07;76;Occitanie;Production hydraulique (GWh);746.184;Hydraulique;746184.0
2024;07;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);902.719;Hydraulique;902719.0
2014;08;32;Hauts-de-France;Production hydraulique (GWh);1.04;Hydraulique;1040.0
2014;08;94;Corse;Production hydraulique (GWh);11.019;Hydraulique;11019.0
2015;08;11;Île-de-France;Production hydraulique (GWh);4.043;Hydraulique;4043.0
2015;08;24;Centre-Val de Loire;Production hydraulique (GWh);0.333;Hydraulique;333.0
2015;08;44;Grand Est;Production hydraulique (GWh);556.902;Hydraulique;556902.0
2015;08;94;Corse;Production hydraulique (GWh);8.058;Hydraulique;8058.0
2016;08;44;Grand Est;Production hydraulique (GWh);852.661;Hydraulique;852661.0
2016;08;75;Nouvelle-Aquitaine;Production hydraulique (GWh);61.885;Hydraulique;61885.0
2017;08;44;Grand Est;Production hydraulique (GWh);716.251;Hydraulique;716251.0
2017;08;52;Pays de la Loire;Production hydraulique (GWh);0.125;Hydraulique;125.0
2017;08;53;Bretagne;Production hydraulique (GWh);47.033;Hydraulique;47033.0
2017;08;75;Nouvelle-Aquitaine;Production hydraulique (GWh);82.958;Hydraulique;82958.0
2017;08;76;Occitanie;Production hydraulique (GWh);503.312;Hydraulique;503312.0
2018;08;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);18.902;Hydraulique;18902.0
2018;08;76;Occitanie;Production hydraulique (GWh);664.299;Hydraulique;664299.0
2018;08;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2078.43;Hydraulique;2078429.9999999998
2019;08;11;Île-de-France;Production hydraulique (GWh);2.111;Hydraulique;2111.0
2019;08;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);530.025;Hydraulique;530025.0
2019;08;94;Corse;Production hydraulique (GWh);8.955;Hydraulique;8955.0
2020;08;75;Nouvelle-Aquitaine;Production hydraulique (GWh);59.938;Hydraulique;59938.0
2020;08;76;Occitanie;Production hydraulique (GWh);499.095;Hydraulique;499095.0
2020;08;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);514.145;Hydraulique;514145.0
2021;08;11;Île-de-France;Production hydraulique (GWh);6.373;Hydraulique;6373.0
2021;08;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);60.44;Hydraulique;60440.0
2021;08;28;Normandie;Production hydraulique (GWh);7.612;Hydraulique;7612.0
2021;08;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2180.189;Hydraulique;2180189.0
2021;08;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);546.261;Hydraulique;546261.0
2022;08;76;Occitanie;Production hydraulique (GWh);414.293;Hydraulique;414293.0
2023;08;11;Île-de-France;Production hydraulique (GWh);5.73;Hydraulique;5730.0
2023;08;24;Centre-Val de Loire;Production hydraulique (GWh);0.856;Hydraulique;856.0
2023;08;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);16.893;Hydraulique;16893.0
2023;08;28;Normandie;Production hydraulique (GWh);8.595;Hydraulique;8595.0
2024;08;52;Pays de la Loire;Production hydraulique (GWh);0.616;Hydraulique;616.0
2024;08;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);582.219;Hydraulique;582219.0
2014;09;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);66.555;Hydraulique;66555.0
2014;09;44;Grand Est;Production hydraulique (GWh);764.007;Hydraulique;764007.0
2017;09;44;Grand Est;Production hydraulique (GWh);742.523;Hydraulique;742523.0
2017;09;75;Nouvelle-Aquitaine;Production hydraulique (GWh);148.209;Hydraulique;148209.0
2017;09;76;Occitanie;Production hydraulique (GWh);377.973;Hydraulique;377973.0
2018;09;11;Île-de-France;Production hydraulique (GWh);3.381;Hydraulique;3381.0
2018;09;53;Bretagne;Production hydraulique (GWh);48.43;Hydraulique;48430.0
2018;09;76;Occitanie;Production hydraulique (GWh);491.159;Hydraulique;491159.0
2019;09;24;Centre-Val de Loire;Production hydraulique (GWh);0.4;Hydraulique;400.0
2019;09;28;Normandie;Production hydraulique (GWh);4.326;Hydraulique;4326.0
2019;09;32;Hauts-de-France;Production hydraulique (GWh);0.184;Hydraulique;184.0
2019;09;75;Nouvelle-Aquitaine;Production hydraulique (GWh);97.191;Hydraulique;97191.0
2019;09;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);313.814;Hydraulique;313814.0
2020;09;94;Corse;Production hydraulique (GWh);15.245;Hydraulique;15245.0
2021;09;24;Centre-Val de Loire;Production hydraulique (GWh);2.166;Hydraulique;2166.0
2021;09;44;Grand Est;Production hydraulique (GWh);643.138;Hydraulique;643138.0
2021;09;75;Nouvelle-Aquitaine;Production hydraulique (GWh);254.411;Hydraulique;254411.0
2021;09;76;Occitanie;Production hydraulique (GWh);421.48;Hydraulique;421480.0
2022;09;52;Pays de la Loire;Production hydraulique (GWh);0.12;Hydraulique;120.0
2023;09;44;Grand Est;Production hydraulique (GWh);598.643;Hydraulique;598643.0
2023;09;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);1537.954;Hydraulique;1537954.0
2024;09;11;Île-de-France;Production hydraulique (GWh);7.403;Hydraulique;7403.0
2024;09;44;Grand Est;Production hydraulique (GWh);686.849;Hydraulique;686849.0
2024;09;53;Bretagne;Production hydraulique (GWh);45.692;Hydraulique;45692.0
2024;09;76;Occitanie;Production hydraulique (GWh);589.712;Hydraulique;589712.0
2014;10;24;Centre-Val de Loire;Production hydraulique (GWh);8.669;Hydraulique;8669.0
2014;10;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);1591.591;Hydraulique;1591591.0
2015;10;75;Nouvelle-Aquitaine;Production hydraulique (GWh);199.819;Hydraulique;199819.0
2015;10;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);774.374;Hydraulique;774374.0
2016;10;75;Nouvelle-Aquitaine;Production hydraulique (GWh);117.661;Hydraulique;117661.0
2016;10;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);456.822;Hydraulique;456822.0
2017;10;52;Pays de la Loire;Production hydraulique (GWh);0.296;Hydraulique;296.0
2017;10;94;Corse;Production hydraulique (GWh);1.426;Hydraulique;1426.0
2018;10;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);19.144;Hydraulique;19144.0
2018;10;32;Hauts-de-France;Production hydraulique (GWh);0.222;Hydraulique;222.0
2019;10;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);74.068;Hydraulique;74068.0
2019;10;94;Corse;Production hydraulique (GWh);1.26;Hydraulique;1260.0
2020;10;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);48.113;Hydraulique;48113.0
2020;10;75;Nouvelle-Aquitaine;Production hydraulique (GWh);378.881;Hydraulique;378881.0
2022;10;75;Nouvelle-Aquitaine;Production hydraulique (GWh);57.014;Hydraulique;57014.0
2022;10;76;Occitanie;Production hydraulique (GWh);405.93;Hydraulique;405930.0
2023;10;24;Centre-Val de Loire;Production hydraulique (GWh);1.733;Hydraulique;1733.0
2023;10;28;Normandie;Production hydraulique (GWh);8.183;Hydraulique;8183.0
2023;10;52;Pays de la Loire;Production hydraulique (GWh);0.981;Hydraulique;981.0
2023;10;75;Nouvelle-Aquitaine;Production hydraulique (GWh);186.662;Hydraulique;186662.0
2023;10;94;Corse;Production hydraulique (GWh);19.019;Hydraulique;19019.0
2024;10;11;Île-de-France;Production hydraulique (GWh);4.536;Hydraulique;4536.0
2024;10;44;Grand Est;Production hydraulique (GWh);756.685;Hydraulique;756685.0
2024;10;52;Pays de la Loire;Production hydraulique (GWh);1.66;Hydraulique;1660.0
2014;11;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);791.939;Hydraulique;791939.0
2015;11;28;Normandie;Production hydraulique (GWh);6.319;Hydraulique;6319.0
2015;11;44;Grand Est;Production hydraulique (GWh);454.762;Hydraulique;454762.0
2016;11;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);57.888;Hydraulique;57888.0
2016;11;52;Pays de la Loire;Production hydraulique (GWh);0.423;Hydraulique;423.0
2016;11;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);1943.198;Hydraulique;1943198.0
2016;11;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);654.729;Hydraulique;654729.0
2017;11;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);517.627;Hydraulique;517626.99999999994
2019;11;11;Île-de-France;Production hydraulique (GWh);6.262;Hydraulique;6262.0
2019;11;52;Pays de la Loire;Production hydraulique (GWh);1.853;Hydraulique;1853.0
2020;11;24;Centre-Val de Loire;Production hydraulique (GWh);5.648;Hydraulique;5648.0
2020;11;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);54.916;Hydraulique;54916.0
2020;11;28;Normandie;Production hydraulique (GWh);8.524;Hydraulique;8524.0
2020;11;53;Bretagne;Production hydraulique (GWh);52.564;Hydraulique;52564.0
2020;11;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);661.832;Hydraulique;661832.0
2021;11;28;Normandie;Production hydraulique (GWh);7.295;Hydraulique;7295.0
2021;11;76;Occitanie;Production hydraulique (GWh);636.156;Hydraulique;636156.0
2022;11;32;Hauts-de-France;Production hydraulique (GWh);0.593;Hydraulique;593.0
2022;11;52;Pays de la Loire;Production hydraulique (GWh);1.281;Hydraulique;1281.0
2022;11;75;Nouvelle-Aquitaine;Production hydraulique (GWh);154.514;Hydraulique;154514.0
2022;11;76;Occitanie;Production hydraulique (GWh);525.231;Hydraulique;525231.0
2022;11;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);1948.155;Hydraulique;1948155.0
2023;11;11;Île-de-France;Production hydraulique (GWh);5.759;Hydraulique;5759.0
2023;11;94;Corse;Production hydraulique (GWh);79.591;Hydraulique;79591.0
2024;11;11;Île-de-France;Production hydraulique (GWh);6.495;Hydraulique;6495.0
2024;11;28;Normandie;Production hydraulique (GWh);10.904;Hydraulique;10904.0
2024;11;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2074.634;Hydraulique;2074634.0
2014;12;44;Grand Est;Production hydraulique (GWh);627.243;Hydraulique;627243.0
2014;12;52;Pays de la Loire;Production hydraulique (GWh);2.995;Hydraulique;2995.0
2014;12;53;Bretagne;Production hydraulique (GWh);54.15;Hydraulique;54150.0
2015;12;24;Centre-Val de Loire;Production hydraulique (GWh);1.579;Hydraulique;1579.0
2015;12;28;Normandie;Production hydraulique (GWh);8.967;Hydraulique;8967.0
2015;12;32;Hauts-de-France;Production hydraulique (GWh);1.688;Hydraulique;1688.0
2015;12;75;Nouvelle-Aquitaine;Production hydraulique (GWh);194.657;Hydraulique;194657.0
2016;12;11;Île-de-France;Production hydraulique (GWh);7.056;Hydraulique;7056.0
2016;12;32;Hauts-de-France;Production hydraulique (GWh);0.748;Hydraulique;748.0
2016;12;52;Pays de la Loire;Production hydraulique (GWh);0.469;Hydraulique;469.0
2017;12;11;Île-de-France;Production hydraulique (GWh);4.827;Hydraulique;4827.0
2017;12;28;Normandie;Production hydraulique (GWh);13.904;Hydraulique;13904.0
2017;12;32;Hauts-de-France;Production hydraulique (GWh);1.333;Hydraulique;1333.0
2018;12;53;Bretagne;Production hydraulique (GWh);51.58;Hydraulique;51580.0
2018;12;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2423.119;Hydraulique;2423119.0
2018;12;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);798.26;Hydraulique;798260.0
2019;12;24;Centre-Val de Loire;Production hydraulique (GWh);32.792;Hydraulique;32792.0
2019;12;44;Grand Est;Production hydraulique (GWh);768.346;Hydraulique;768346.0
2019;12;75;Nouvelle-Aquitaine;Production hydraulique (GWh);843.639;Hydraulique;843639.0
2019;12;76;Occitanie;Production hydraulique (GWh);1672.566;Hydraulique;1672566.0
2020;12;32;Hauts-de-France;Production hydraulique (GWh);1.103;Hydraulique;1103.0
2021;12;28;Normandie;Production hydraulique (GWh);11.11;Hydraulique;11110.0
2021;12;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);657.551;Hydraulique;657551.0
2022;12;11;Île-de-France;Production hydraulique (GWh);5.499;Hydraulique;5499.0
2022;12;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);100.786;Hydraulique;100786.0
2022;12;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);2448.114;Hydraulique;2448114.0
2022;12;93;Provence-Alpes-Côte d'Azur;Production hydraulique (GWh);647.669;Hydraulique;647669.0
2023;12;24;Centre-Val de Loire;Production hydraulique (GWh);24.171;Hydraulique;24171.0
2023;12;52;Pays de la Loire;Production hydraulique (GWh);2.648;Hydraulique;2648.0
2024;12;24;Centre-Val de Loire;Production hydraulique (GWh);22.935;Hydraulique;22935.0
2024;12;75;Nouvelle-Aquitaine;Production hydraulique (GWh);612.051;Hydraulique;612051.0
2024;12;94;Corse;Production hydraulique (GWh);38.527;Hydraulique;38527.0
2014;01;11;Île-de-France;Production hydraulique (GWh);1.827;Hydraulique;1827.0
2014;01;27;Bourgogne-Franche-Comté;Production hydraulique (GWh);135.015;Hydraulique;135015.0
2014;01;84;Auvergne-Rhône-Alpes;Production hydraulique (GWh);3040.221;Hydraulique;3040221.0
2015;01;44;Grand Est;Production hydraulique (GWh);808.378;Hydraulique;808378.0
2015;01;52;Pays de la Loire;Production hydraulique (GWh);3.181;Hydraulique;3181.0
2016;01;11;Île-de-France;Production hydraulique (GWh);7.935;Hydraulique;7935.0
2016;01;28;Normandie;Production hydraulique (GWh);14.264;Hydraulique;14264.0
2016;01;52;Pays de la Loire;Production hydraulique (GWh);2.891;Hydraulique;2891.0
