annee;mois_num;code_reg;nom_reg;filiere_raw;prod_gwh;filiere;prod_mwh
2014;01;24;Centre-Val de Loire;Production nucléaire (GWh);8017.913;Nucléaire;8017913.0
2014;01;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;01;32;Hauts-de-France;Production nucléaire (GWh);3892.397;Nucléaire;3892397.0
2015;01;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;01;32;Hauts-de-France;Production nucléaire (GWh);3667.36;Nucléaire;3667360.0
2016;01;44;Grand Est;Production nucléaire (GWh);8893.224;Nucléaire;8893224.0
2016;01;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;01;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;01;75;Nouvelle-Aquitaine;Production nucléaire (GWh);3891.254;Nucléaire;3891254.0
2017;01;76;Occitanie;Production nucléaire (GWh);1904.252;Nucléaire;1904252.0
2018;01;28;Normandie;Production nucléaire (GWh);6540.971;Nucléaire;6540971.0
2018;01;32;Hauts-de-France;Production nucléaire (GWh);3929.464;Nucléaire;3929464.0
2019;01;24;Centre-Val de Loire;Production nucléaire (GWh);7662.415;Nucléaire;7662415.0
2019;01;44;Grand Est;Production nucléaire (GWh);8456.918;Nucléaire;8456918.0
2019;01;76;Occitanie;Production nucléaire (GWh);1899.084;Nucléaire;1899084.0
2020;01;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2020;01;32;Hauts-de-France;Production nucléaire (GWh);3105.844;Nucléaire;3105844.0
2020;01;44;Grand Est;Production nucléaire (GWh);8642.734;Nucléaire;8642734.0
2020;01;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);8382.942;Nucléaire;8382941.999999999
2020;01;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;01;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;01;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;01;32;Hauts-de-France;Production nucléaire (GWh);3383.767;Nucléaire;3383767.0
2021;01;76;Occitanie;Production nucléaire (GWh);1882.124;Nucléaire;1882124.0
2022;01;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;01;75;Nouvelle-Aquitaine;Production nucléaire (GWh);2633.297;Nucléaire;2633297.0
2022;01;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;01;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2023;01;28;Normandie;Production nucléaire (GWh);4385.354;Nucléaire;4385354.0
2023;01;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2023;01;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);9197.037;Nucléaire;9197037.0
2024;01;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2024;01;75;Nouvelle-Aquitaine;Production nucléaire (GWh);4256.239;Nucléaire;4256239.0
2024;01;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);7391.333;Nucléaire;7391333.0
2014;02;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2014;02;28;Normandie;Production nucléaire (GWh);5173.489;Nucléaire;5173489.0
2014;02;44;Grand Est;Production nucléaire (GWh);7364.437;Nucléaire;7364437.0
2015;02;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;02;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;02;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);7266.1;Nucléaire;7266100.0
2018;02;32;Hauts-de-France;Production nucléaire (GWh);3533.639;Nucléaire;3533639.0
2019;02;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2020;02;28;Normandie;Production nucléaire (GWh);4074.403;Nucléaire;4074403.0
2020;02;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;02;24;Centre-Val de Loire;Production nucléaire (GWh);6619.576;Nucléaire;6619576.0
2021;02;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;02;28;Normandie;Production nucléaire (GWh);5124.394;Nucléaire;5124394.0
2021;02;32;Hauts-de-France;Production nucléaire (GWh);2513.957;Nucléaire;2513957.0
2021;02;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;02;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);6338.572;Nucléaire;6338572.0
2022;02;28;Normandie;Production nucléaire (GWh);5188.543;Nucléaire;5188543.0
2022;02;32;Hauts-de-France;Production nucléaire (GWh);2067.966;Nucléaire;2067966.0
2022;02;75;Nouvelle-Aquitaine;Production nucléaire (GWh);2216.741;Nucléaire;2216741.0
2022;02;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2023;02;76;Occitanie;Production nucléaire (GWh);780.152;Nucléaire;780152.0
2023;02;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);8698.068;Nucléaire;8698068.0
2024;02;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2024;02;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2024;02;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2024;02;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2014;03;28;Normandie;Production nucléaire (GWh);4638.981;Nucléaire;4638981.0
2014;03;76;Occitanie;Production nucléaire (GWh);1827.789;Nucléaire;1827789.0
2014;03;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);7700.958;Nucléaire;7700958.0
2015;03;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;03;32;Hauts-de-France;Production nucléaire (GWh);3484.013;Nucléaire;3484013.0
2016;03;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;03;75;Nouvelle-Aquitaine;Production nucléaire (GWh);3667.576;Nucléaire;3667576.0
2016;03;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;03;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;03;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;03;75;Nouvelle-Aquitaine;Production nucléaire (GWh);4139.42;Nucléaire;4139420.0
2018;03;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2018;03;44;Grand Est;Production nucléaire (GWh);7122.04;Nucléaire;7122040.0
2018;03;75;Nouvelle-Aquitaine;Production nucléaire (GWh);3858.163;Nucléaire;3858163.0
2018;03;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);7256.741;Nucléaire;7256741.0
2018;03;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2019;03;32;Hauts-de-France;Production nucléaire (GWh);3236.365;Nucléaire;3236365.0
2019;03;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2019;03;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2020;03;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2020;03;44;Grand Est;Production nucléaire (GWh);4183.066;Nucléaire;4183066.0
2020;03;76;Occitanie;Production nucléaire (GWh);1716.66;Nucléaire;1716660.0
2020;03;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);6369.253;Nucléaire;6369253.0
2021;03;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;03;24;Centre-Val de Loire;Production nucléaire (GWh);6346.446;Nucléaire;6346446.0
2021;03;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;03;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;03;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;03;24;Centre-Val de Loire;Production nucléaire (GWh);5396.351;Nucléaire;5396351.0
2022;03;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);7403.905;Nucléaire;7403905.0
2022;03;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2023;03;28;Normandie;Production nucléaire (GWh);2629.732;Nucléaire;2629732.0
2023;03;32;Hauts-de-France;Production nucléaire (GWh);3182.302;Nucléaire;3182302.0
2023;03;75;Nouvelle-Aquitaine;Production nucléaire (GWh);2105.51;Nucléaire;2105510.0
2023;03;76;Occitanie;Production nucléaire (GWh);635.7;Nucléaire;635700.0
2023;03;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2024;03;24;Centre-Val de Loire;Production nucléaire (GWh);5440.291;Nucléaire;5440291.0
2024;03;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2024;03;28;Normandie;Production nucléaire (GWh);5694.223;Nucléaire;5694223.0
2014;04;24;Centre-Val de Loire;Production nucléaire (GWh);6402.015;Nucléaire;6402015.0
2014;04;28;Normandie;Production nucléaire (GWh);5449.967;Nucléaire;5449967.0
2014;04;32;Hauts-de-France;Production nucléaire (GWh);1968.521;Nucléaire;1968521.0
2014;04;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;04;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;04;28;Normandie;Production nucléaire (GWh);5534.023;Nucléaire;5534023.0
2015;04;32;Hauts-de-France;Production nucléaire (GWh);2483.363;Nucléaire;2483363.0
2016;04;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2018;04;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2018;04;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2019;04;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2019;04;32;Hauts-de-France;Production nucléaire (GWh);2617.311;Nucléaire;2617311.0
2019;04;44;Grand Est;Production nucléaire (GWh);6027.839;Nucléaire;6027839.0
2019;04;76;Occitanie;Production nucléaire (GWh);1729.557;Nucléaire;1729557.0
2019;04;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2020;04;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;04;76;Occitanie;Production nucléaire (GWh);1815.579;Nucléaire;1815579.0
2021;04;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;04;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;04;24;Centre-Val de Loire;Production nucléaire (GWh);4336.189;Nucléaire;4336189.0
2022;04;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;04;28;Normandie;Production nucléaire (GWh);3109.586;Nucléaire;3109586.0
2022;04;32;Hauts-de-France;Production nucléaire (GWh);2233.134;Nucléaire;2233134.0
2022;04;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;04;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;04;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2023;04;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2023;04;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);7971.684;Nucléaire;7971684.0
2023;04;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2023;04;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2024;04;76;Occitanie;Production nucléaire (GWh);1461.73;Nucléaire;1461730.0
2024;04;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2014;05;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2014;05;75;Nouvelle-Aquitaine;Production nucléaire (GWh);3521.83;Nucléaire;3521830.0
2014;05;76;Occitanie;Production nucléaire (GWh);859.775;Nucléaire;859775.0
2015;05;24;Centre-Val de Loire;Production nucléaire (GWh);5529.326;Nucléaire;5529326.0
2015;05;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;05;28;Normandie;Production nucléaire (GWh);4827.349;Nucléaire;4827349.0
2015;05;44;Grand Est;Production nucléaire (GWh);6711.317;Nucléaire;6711317.0
2015;05;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;05;24;Centre-Val de Loire;Production nucléaire (GWh);5770.908;Nucléaire;5770908.0
2016;05;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;05;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);6656.286;Nucléaire;6656286.0
2016;05;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;05;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;05;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;05;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;05;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;05;76;Occitanie;Production nucléaire (GWh);1815.114;Nucléaire;1815114.0
2019;05;44;Grand Est;Production nucléaire (GWh);4948.922;Nucléaire;4948922.0
2020;05;24;Centre-Val de Loire;Production nucléaire (GWh);5921.227;Nucléaire;5921227.0
2020;05;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2020;05;32;Hauts-de-France;Production nucléaire (GWh);3134.783;Nucléaire;3134783.0
2020;05;75;Nouvelle-Aquitaine;Production nucléaire (GWh);2417.877;Nucléaire;2417877.0
2021;05;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;05;28;Normandie;Production nucléaire (GWh);5240.659;Nucléaire;5240659.0
2021;05;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;05;76;Occitanie;Production nucléaire (GWh);966.271;Nucléaire;966271.0
2022;05;24;Centre-Val de Loire;Production nucléaire (GWh);4080.107;Nucléaire;4080107.0
2022;05;28;Normandie;Production nucléaire (GWh);2585.481;Nucléaire;2585481.0
2022;05;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);5139.355;Nucléaire;5139355.0
2023;05;76;Occitanie;Production nucléaire (GWh);-8.922;Nucléaire;-8922.0
2024;05;32;Hauts-de-France;Production nucléaire (GWh);2874.952;Nucléaire;2874952.0
2024;05;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2014;06;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);6302.014;Nucléaire;6302014.0
2015;06;24;Centre-Val de Loire;Production nucléaire (GWh);6331.094;Nucléaire;6331094.0
2015;06;44;Grand Est;Production nucléaire (GWh);6468.145;Nucléaire;6468145.0
2015;06;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;06;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;06;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;06;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;06;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2018;06;28;Normandie;Production nucléaire (GWh);4190.423;Nucléaire;4190423.0
2020;06;24;Centre-Val de Loire;Production nucléaire (GWh);3518.625;Nucléaire;3518625.0
2020;06;32;Hauts-de-France;Production nucléaire (GWh);2391.365;Nucléaire;2391365.0
2020;06;76;Occitanie;Production nucléaire (GWh);1685.305;Nucléaire;1685305.0
2021;06;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;06;32;Hauts-de-France;Production nucléaire (GWh);2347.428;Nucléaire;2347428.0
2021;06;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);6448.886;Nucléaire;6448886.0
2021;06;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;06;24;Centre-Val de Loire;Production nucléaire (GWh);4770.383;Nucléaire;4770383.0
2022;06;44;Grand Est;Production nucléaire (GWh);1853.218;Nucléaire;1853218.0
2022;06;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;06;76;Occitanie;Production nucléaire (GWh);878.389;Nucléaire;878389.0
2022;06;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);5776.337;Nucléaire;5776337.0
2024;06;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2024;06;24;Centre-Val de Loire;Production nucléaire (GWh);6430.472;Nucléaire;6430472.0
2024;06;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2024;06;28;Normandie;Production nucléaire (GWh);3639.402;Nucléaire;3639402.0
2024;06;75;Nouvelle-Aquitaine;Production nucléaire (GWh);2394.87;Nucléaire;2394870.0
2024;06;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);5613.193;Nucléaire;5613193.0
2014;07;28;Normandie;Production nucléaire (GWh);6548.801;Nucléaire;6548801.0
2015;07;32;Hauts-de-France;Production nucléaire (GWh);3204.493;Nucléaire;3204493.0
2015;07;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;07;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;07;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;07;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;07;44;Grand Est;Production nucléaire (GWh);7488.026;Nucléaire;7488026.0
2017;07;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;07;76;Occitanie;Production nucléaire (GWh);893.04;Nucléaire;893040.0
2018;07;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);5946.086;Nucléaire;5946086.0
2018;07;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2019;07;24;Centre-Val de Loire;Production nucléaire (GWh);5176.424;Nucléaire;5176424.0
2019;07;32;Hauts-de-France;Production nucléaire (GWh);2427.873;Nucléaire;2427873.0
2019;07;76;Occitanie;Production nucléaire (GWh);1415.801;Nucléaire;1415801.0
2020;07;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;07;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);6483.959;Nucléaire;6483959.0
2022;07;44;Grand Est;Production nucléaire (GWh);1557.583;Nucléaire;1557583.0
2022;07;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;07;75;Nouvelle-Aquitaine;Production nucléaire (GWh);1651.534;Nucléaire;1651534.0
2022;07;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);5535.49;Nucléaire;5535490.0
2023;07;32;Hauts-de-France;Production nucléaire (GWh);1660.005;Nucléaire;1660005.0
2023;07;44;Grand Est;Production nucléaire (GWh);5381.846;Nucléaire;5381846.0
2024;07;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2024;07;75;Nouvelle-Aquitaine;Production nucléaire (GWh);2383.214;Nucléaire;2383214.0
2024;07;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);7189.46;Nucléaire;7189460.0
2014;08;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;08;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;08;28;Normandie;Production nucléaire (GWh);4422.277;Nucléaire;4422277.0
2015;08;75;Nouvelle-Aquitaine;Production nucléaire (GWh);2967.487;Nucléaire;2967487.0
2016;08;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2018;08;24;Centre-Val de Loire;Production nucléaire (GWh);6034.259;Nucléaire;6034259.0
2018;08;32;Hauts-de-France;Production nucléaire (GWh);2237.465;Nucléaire;2237465.0
2018;08;75;Nouvelle-Aquitaine;Production nucléaire (GWh);3637.623;Nucléaire;3637623.0
2019;08;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2019;08;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2020;08;24;Centre-Val de Loire;Production nucléaire (GWh);4027.797;Nucléaire;4027797.0
2020;08;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2020;08;32;Hauts-de-France;Production nucléaire (GWh);2749.892;Nucléaire;2749892.0
2020;08;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2020;08;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;08;32;Hauts-de-France;Production nucléaire (GWh);2375.362;Nucléaire;2375362.0
2021;08;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;08;75;Nouvelle-Aquitaine;Production nucléaire (GWh);3091.949;Nucléaire;3091949.0
2022;08;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;08;24;Centre-Val de Loire;Production nucléaire (GWh);4667.857;Nucléaire;4667857.0
2022;08;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);5035.187;Nucléaire;5035187.0
2022;08;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2023;08;32;Hauts-de-France;Production nucléaire (GWh);1158.394;Nucléaire;1158394.0
2023;08;76;Occitanie;Production nucléaire (GWh);-49.536;Nucléaire;-49536.0
2024;08;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);6337.268;Nucléaire;6337268.0
2014;09;24;Centre-Val de Loire;Production nucléaire (GWh);4743.707;Nucléaire;4743707.0
2014;09;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;09;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;09;32;Hauts-de-France;Production nucléaire (GWh);2590.996;Nucléaire;2590996.0
2015;09;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;09;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;09;75;Nouvelle-Aquitaine;Production nucléaire (GWh);3519.207;Nucléaire;3519207.0
2016;09;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;09;24;Centre-Val de Loire;Production nucléaire (GWh);4842.251;Nucléaire;4842251.0
2016;09;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;09;44;Grand Est;Production nucléaire (GWh);6688.253;Nucléaire;6688253.0
2016;09;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;09;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2017;09;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2018;09;24;Centre-Val de Loire;Production nucléaire (GWh);5596.178;Nucléaire;5596178.0
2018;09;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2018;09;75;Nouvelle-Aquitaine;Production nucléaire (GWh);3751.319;Nucléaire;3751319.0
2018;09;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2018;09;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2019;09;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2019;09;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2019;09;76;Occitanie;Production nucléaire (GWh);1643.753;Nucléaire;1643753.0
2020;09;28;Normandie;Production nucléaire (GWh);2610.253;Nucléaire;2610253.0
2021;09;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;09;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;09;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;09;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;09;24;Centre-Val de Loire;Production nucléaire (GWh);4154.001;Nucléaire;4154001.0
2022;09;44;Grand Est;Production nucléaire (GWh);2536.367;Nucléaire;2536367.0
2022;09;75;Nouvelle-Aquitaine;Production nucléaire (GWh);1277.555;Nucléaire;1277555.0
2022;09;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2023;09;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2023;09;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2024;09;32;Hauts-de-France;Production nucléaire (GWh);2345.004;Nucléaire;2345004.0
2024;09;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2014;10;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2014;10;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2015;10;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;10;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2016;10;24;Centre-Val de Loire;Production nucléaire (GWh);6031.851;Nucléaire;6031851.0
2016;10;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);5771.019;Nucléaire;5771019.0
2018;10;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2018;10;28;Normandie;Production nucléaire (GWh);5066.973;Nucléaire;5066973.0
2018;10;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2018;10;76;Occitanie;Production nucléaire (GWh);1844.273;Nucléaire;1844273.0
2018;10;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2019;10;44;Grand Est;Production nucléaire (GWh);7780.159;Nucléaire;7780159.0
2019;10;93;Provence-Alpes-Côte d'Azur;Production nucléaire (GWh);0.0;Nucléaire;0.0
2020;10;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2020;10;44;Grand Est;Production nucléaire (GWh);6589.737;Nucléaire;6589737.0
2020;10;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2020;10;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);7053.95;Nucléaire;7053950.0
2020;10;94;Corse;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;10;28;Normandie;Production nucléaire (GWh);6130.203;Nucléaire;6130203.0
2021;10;53;Bretagne;Production nucléaire (GWh);0.0;Nucléaire;0.0
2021;10;75;Nouvelle-Aquitaine;Production nucléaire (GWh);3084.55;Nucléaire;3084550.0
2021;10;76;Occitanie;Production nucléaire (GWh);878.286;Nucléaire;878286.0
2022;10;27;Bourgogne-Franche-Comté;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;10;52;Pays de la Loire;Production nucléaire (GWh);0.0;Nucléaire;0.0
2022;10;84;Auvergne-Rhône-Alpes;Production nucléaire (GWh);4551.846;Nucléaire;4551846.0
2023;10;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2023;10;76;Occitanie;Production nucléaire (GWh);771.635;Nucléaire;771635.0
2024;10;75;Nouvelle-Aquitaine;Production nucléaire (GWh);3746.87;Nucléaire;3746870.0
2014;11;11;Île-de-France;Production nucléaire (GWh);0.0;Nucléaire;0.0
2014;11;24;Centre-Val de Loire;Production nucléaire (GWh);7139.216;Nucléaire;7139216.0
2014;11;32;Hauts-de-France;Production nucléaire (GWh);3435.853;Nucléaire;3435853.0
